Name,City,State,Zip,County,IsPrivate,Level,LowGrade,HighGrade,RankStars,PupilTeacherRatio
Burns ElementaryMiddle School,Detroit,MI,48227,Wayne County,False,Elementary,PK,8,n/a,21.2
Breithaupt Career and Technical Center,Detroit,MI,48228,Wayne County,False,High,9,12,n/a,0.0
Brenda Hague Early Learning Village,Ecorse,MI,48229,Wayne County,False,Elementary,PK,K,n/a,9.2
George Defer Elementary School,Grosse Pointe Park,MI,48230,Wayne County,False,Elementary,K,4,5,15.7
Cornerstone JeffersonDouglass Academy,Detroit,MI,48234,Wayne County,False,Alternative,K,12,n/a,48.1
AdamsYoung Building,Detroit,MI,48235,Wayne County,False,Elementary,K,5,0,34.3
Brownell Middle School,Grosse Pointe Farms,MI,48236,Wayne County,False,Middle,5,8,5,15.6
Beth Jacob 1-8,Oak Park,MI,48237,Oakland County,True,Private,PK,12,n/a,11.7
Flagship Charter Academy,Detroit,MI,48238,Wayne County,False,Elementary,K,8,1,17.3
Ann Arbor Trail Magnet School,Detroit,MI,48239,Wayne County,False,Elementary,1,8,n/a,12.5
B Beck Education Center,Redford,MI,48240,Wayne County,False,Elementary,PK,K,n/a,0.1
Birmingham Covington School,Bloomfield Hills,MI,48301,Oakland County,False,Middle,3,8,5,17.1
Bloomfield Christian School,Bloomfield Hills,MI,48302,Oakland County,True,Private,PK,12,n/a,9.4
Academy Of The Sacred Heart,Bloomfield Hills,MI,48304,Oakland County,True,Private,PK,12,n/a,6.4
Baldwin Elementary School,Rochester,MI,48306,Oakland County,False,Elementary,PK,5,5,21.3
Brooklands Elementary School,Rochester Hills,MI,48307,Oakland County,False,Elementary,PK,5,4,17.6
Avondale Gifted and Talented Education,Rochester Hills,MI,48309,Oakland County,False,Middle,2,8,n/a,16.8
Frank Jeannette Junior High School,Sterling Heights,MI,48310,Macomb County,False,Middle,7,9,2,18.2
Black Elementary School,Sterling Heights,MI,48312,Macomb County,False,Elementary,PK,5,2,15.7
Adlai Stevenson High School,Sterling Heights,MI,48313,Macomb County,False,High,9,12,3,18.5
Burr Elementary School,Sterling Heights,MI,48314,Macomb County,False,Elementary,PK,6,1,19.8
Beacon Tree Elementary School,Shelby Township,MI,48315,Macomb County,False,Elementary,PK,6,4,20.1
Crissman Elementary School,Shelby Township,MI,48316,Macomb County,False,Elementary,PK,6,5,19.5
Eppler Junior High School,Utica,MI,48317,Macomb County,False,Middle,7,9,4,19.2
Bloomfield Maples Montessori,West Bloomfield,MI,48322,Oakland County,True,Private,PK,K,n/a,1.8
Ace,West Bloomfield,MI,48323,Oakland County,False,High,9,12,n/a,81.6
Gretchko Elementary School,West Bloomfield,MI,48324,Oakland County,False,Elementary,PK,2,n/a,15.6
Auburn Elementary School,Auburn Hills,MI,48326,Oakland County,False,Elementary,PK,5,1,9.9
Beaumont Elementary School,Waterford,MI,48327,Oakland County,False,Elementary,PK,5,3,14.7
Donelson Hills Elementary School,Waterford,MI,48328,Oakland County,False,Elementary,K,5,1,18.8
Cooley Elementary School,Waterford,MI,48329,Oakland County,False,Elementary,K,5,4,20.1
Forest Elementary School,Farmington Hills,MI,48331,Oakland County,False,Elementary,K,5,4,15.3
Aim High School,Farmington Hills,MI,48334,Oakland County,True,Private,6,12,n/a,5.0
Gill Elementary School,Farmington,MI,48335,Oakland County,False,Elementary,PK,5,3,17.5
Brown Academy,Farmington Hills,MI,48336,Oakland County,True,Private,PK,K,n/a,1.2
Alcott School,Pontiac,MI,48340,Oakland County,False,Elementary,K,5,1,19.1
Arts and Technology Academy of Pontiac,Pontiac,MI,48341,Oakland County,False,Alternative,PK,12,n/a,30.4
Flex High School of Pontiac,Pontiac,MI,48342,Oakland County,False,High,9,12,n/a,37.0
Clarkston Elementary School,Clarkston,MI,48346,Oakland County,False,Elementary,PK,5,4,13.4
Bailey Lake Elementary School,Clarkston,MI,48348,Oakland County,False,Elementary,K,5,4,13.1
Andersonville Elementary School,Davisburg,MI,48350,Oakland County,False,Elementary,PK,5,3,10.8
Creekside Elementary School,Hartland,MI,48353,Livingston County,False,Elementary,K,4,5,16.3
Spring Mills Elementary School,Highland,MI,48356,Oakland County,False,Elementary,K,5,3,17.8
Apollo Center,Highland,MI,48357,Oakland County,False,Alternative,PK,12,n/a,0.4
Carpenter Elementary School,Lake Orion,MI,48359,Oakland County,False,Elementary,K,5,4,18.6
Community Educational Resource Center,Lake Orion,MI,48360,Oakland County,False,Alternative,K,12,n/a,0.0
Blanche Sims Elementary School,Lake Orion,MI,48362,Oakland County,False,Elementary,K,5,4,17.1
Delta Kelly Elementary School,Oakland,MI,48363,Oakland County,False,Elementary,PK,5,5,17.2
HamiltonParsons Elementary School,Leonard,MI,48367,Oakland County,False,Elementary,K,5,4,19.2
Kingsbury Country Day School,Oxford,MI,48370,Oakland County,False,Elementary,PK,8,4,12.6
Clear Lake Elementary School,Oxford,MI,48371,Oakland County,False,Elementary,K,5,4,15.0
Catholic Central High School,Novi,MI,48374,Oakland County,True,Private,9,12,n/a,17.4
Career Preparation,Novi,MI,48375,Oakland County,False,High,9,12,n/a,13.3
Hickory Woods Elementary School,Novi,MI,48377,Oakland County,False,Elementary,K,5,4,15.2
West Highland Christian Academy,Milford,MI,48380,Oakland County,True,Private,K,12,n/a,3.2
Christ Lutheran Christian Day School,Milford,MI,48381,Oakland County,True,Private,PK,K,n/a,9.0
Clifford H Smart Middle School,Commerce Township,MI,48382,Oakland County,False,Middle,6,8,5,22.2
Harbor High School,White Lake,MI,48383,Oakland County,False,High,8,12,1,Unknown
Dublin Elementary,White Lake,MI,48386,Oakland County,False,Elementary,PK,5,4,17.4
Glengary Elementary School,Commerce Township,MI,48390,Oakland County,False,Elementary,PK,5,4,15.1
Loon Lake Elementary School,Wixom,MI,48393,Oakland County,False,Elementary,K,5,4,18.2
Lapeer County Education and Technology Center,Attica,MI,48412,Lapeer County,False,Alternative,PK,12,n/a,1.0
Adams Elementary School,Bad Axe,MI,48413,Huron County,False,Elementary,K,8,n/a,14.1
Birch Run High School,Birch Run,MI,48415,Saginaw County,False,High,9,12,4,21.4
Brown City Elementary School,Brown City,MI,48416,Sanilac County,False,Elementary,PK,6,3,16.1
Byron Area Elementary School,Byron,MI,48418,Shiawassee County,False,Elementary,PK,5,3,20.3
CarsonvillePort Sanilac Elementary School,Carsonville,MI,48419,Sanilac County,False,Elementary,PK,5,2,14.0
AC Edgerton Elementary School,Clio,MI,48420,Genesee County,False,Elementary,PK,3,n/a,20.3
Columbiaville Elementary School,Columbiaville,MI,48421,Lapeer County,False,Elementary,PK,4,2,14.2
CroswellLexington High School,Croswell,MI,48422,Sanilac County,False,High,9,12,4,21.4
Central Elementary School,Davison,MI,48423,Genesee County,False,Elementary,1,4,3,17.4
Bethany Christian School,Decker,MI,48426,Sanilac County,True,Private,K,9,n/a,12.2
Deckerville Community High School,Deckerville,MI,48427,Sanilac County,False,High,7,12,2,16.1
Dryden Elementary School,Dryden,MI,48428,Lapeer County,False,Elementary,PK,6,2,11.0
Bertha Neal School,Durand,MI,48429,Shiawassee County,False,Elementary,PK,1,n/a,13.7
Andrew G Schmidt Middle School,Fenton,MI,48430,Genesee County,False,Middle,6,8,4,18.4
Central Elementary School,Flushing,MI,48433,Genesee County,False,Elementary,1,6,3,20.0
Fostoria Baptist Academy,Fostoria,MI,48435,Tuscola County,True,Private,K,11,n/a,7.2
Gaines Elementary School,Gaines,MI,48436,Genesee County,False,Elementary,K,5,2,17.0
Genesee High School,Genesee,MI,48437,Genesee County,False,High,7,12,0,Unknown
Goodrich High School,Goodrich,MI,48438,Genesee County,False,High,9,12,3,21.0
Anderson Elementary School,Grand Blanc,MI,48439,Genesee County,False,Elementary,PK,1,n/a,12.6
Eccles School,Harbor Beach,MI,48441,Huron County,False,Elementary,K,8,n/a,12.0
Adelphian Junior Academy,Holly,MI,48442,Oakland County,True,Private,1,10,n/a,5.0
Borland Elementary School,Imlay City,MI,48444,Lapeer County,False,Elementary,3,5,2,19.0
North Huron School,Kinde,MI,48445,Huron County,False,Alternative,K,12,n/a,11.3
Bishop Kelley Catholic School,Lapeer,MI,48446,Lapeer County,True,Private,PK,8,n/a,n/a
Meyer Elementary School,Lexington,MI,48450,Sanilac County,False,Elementary,PK,4,4,15.7
Central Elementary School,Linden,MI,48451,Genesee County,False,Elementary,4,5,4,16.4
Marlette Elementary,Marlette,MI,48453,Sanilac County,False,Elementary,PK,5,2,14.7
Emma Murphy Elementary School,Metamora,MI,48455,Lapeer County,False,Elementary,K,5,4,18.6
Carter Elementary School,Montrose,MI,48457,Genesee County,False,Elementary,PK,4,n/a,13.7
Beecher High School,Mount Morris,MI,48458,Genesee County,False,High,7,12,1,24.7
New Lothrop Elementary School,New Lothrop,MI,48460,Shiawassee County,False,Elementary,PK,6,3,17.0
North Branch Elementary School,North Branch,MI,48461,Lapeer County,False,Elementary,PK,4,4,17.2
American International Prep School,Ortonville,MI,48462,Oakland County,True,Private,12,12,n/a,11.2
LakeVille High School,Otisville,MI,48463,Genesee County,False,High,9,12,1,19.1
Peck Community Elementary School,Peck,MI,48466,Sanilac County,False,Elementary,PK,5,2,12.5
Sandusky Elementary School,Sandusky,MI,48471,Sanilac County,False,Elementary,PK,6,3,16.9
Dieck Elementary School,Swartz Creek,MI,48473,Genesee County,False,Elementary,3,5,1,16.2
Ubly Community Elementary School,Ubly,MI,48475,Huron County,False,Elementary,K,5,4,14.8
Nellie Reed Elementary,Vernon,MI,48476,Shiawassee County,False,Elementary,K,1,n/a,14.4
Genesee County Jail,Flint,MI,48502,Genesee County,False,High,9,12,n/a,12.0
Accelerated Learning Academy,Flint,MI,48503,Genesee County,False,High,7,12,n/a,23.2
Academy West Alternative Education,Flint,MI,48504,Genesee County,False,Alternative,K,12,n/a,75.1
Beecher Alternative Education,Flint,MI,48505,Genesee County,False,High,9,12,n/a,21.0
Armstrong Middle School,Flint,MI,48506,Genesee County,False,Middle,5,9,1,18.6
CarmanAinsworth Middle School,Flint,MI,48507,Genesee County,False,Middle,6,8,0,18.2
Barhitte Elementary School,Burton,MI,48509,Genesee County,False,Elementary,PK,5,1,16.5
Atherton Elementary School,Burton,MI,48519,Genesee County,False,Elementary,K,6,1,15.6
Bendle High School,Burton,MI,48529,Genesee County,False,High,9,12,2,16.1
CA Alternative EdAtlantis,Flint,MI,48532,Genesee County,False,High,7,12,n/a,27.8
Arthur Eddy Academy,Saginaw,MI,48601,Saginaw County,False,Elementary,PK,6,0,15.7
Arthur Hill High School,Saginaw,MI,48602,Saginaw County,False,High,9,12,0,23.8
Gethsemane Lutheran School,Saginaw,MI,48603,Saginaw County,True,Private,K,8,n/a,8.5
Bethlehem Lutheran School,Saginaw,MI,48604,Saginaw County,True,Private,PK,8,n/a,11.8
Saginaw Covenant Academy,Saginaw,MI,48607,Saginaw County,False,High,9,12,n/a,14.8
Community Baptist Christian School,Saginaw,MI,48609,Saginaw County,True,Private,PK,12,n/a,8.3
Auburn Area Catholic School,Auburn,MI,48611,Bay County,True,Private,PK,5,n/a,14.4
Beaverton Elementary School,Beaverton,MI,48612,Gladwin County,False,Elementary,PK,6,3,13.9
Breckenridge Elementary School,Breckenridge,MI,48615,Gratiot County,False,Elementary,PK,5,3,16.7
Big Rock Elementary School,Chesaning,MI,48616,Saginaw County,False,Elementary,PK,3,n/a,13.6
Clare High School,Clare,MI,48617,Clare County,False,High,9,12,4,18.5
Coleman Elementary School,Coleman,MI,48618,Midland County,False,Elementary,K,6,1,19.8
Edenville Sda Elementary School,Edenville,MI,48620,Midland County,True,Private,K,7,n/a,10.0
Fairview School,Fairview,MI,48621,Oscoda County,False,Alternative,PK,12,n/a,24.8
Farwell Elementary School,Farwell,MI,48622,Clare County,False,Elementary,PK,3,n/a,16.0
Freeland Elementary School,Freeland,MI,48623,Saginaw County,False,Elementary,2,6,4,20.2
Gladwin Community Alternative High School,Gladwin,MI,48624,Gladwin County,False,High,9,12,n/a,21.2
Harrison Alternative Education,Harrison,MI,48625,Clare County,False,Alternative,8,11,n/a,17.2
Hemlock Elementary School,Hemlock,MI,48626,Saginaw County,False,Elementary,PK,K,n/a,10.9
Collins Elementary School,Houghton Lake,MI,48629,Roscommon County,False,Elementary,PK,6,2,17.3
Linwood Elementary School,Linwood,MI,48634,Bay County,False,Elementary,PK,6,2,18.0
Merrill Elementary School,Merrill,MI,48637,Saginaw County,False,Elementary,PK,5,2,12.3
Arrowwood Elementary School,Saginaw,MI,48638,Saginaw County,False,Elementary,PK,5,1,14.9
Academic and Career Education Academy,Midland,MI,48640,Midland County,False,High,9,12,n/a,25.4
Adams Elementary School,Midland,MI,48642,Midland County,False,Elementary,K,5,4,17.0
MioAuSable Elementary School,Mio,MI,48647,Oscoda County,False,Elementary,PK,5,2,14.1
Christ Lutheran School,Oakley,MI,48649,Saginaw County,True,Private,5,8,n/a,4.5
Pinconning Central Elementary School,Pinconning,MI,48650,Bay County,False,Elementary,PK,6,3,18.0
Our Lady Of The Lake Regional Catholic School,Prudenville,MI,48651,Roscommon County,True,Private,PK,8,n/a,8.4
COOR Special Educational Center,Roscommon,MI,48653,Roscommon County,False,Alternative,K,12,n/a,9.0
Rose City School,Rose City,MI,48654,Ogemaw County,False,Elementary,PK,6,2,10.5
St Charles Community MiddleHigh School,Saint Charles,MI,48655,Saginaw County,False,High,7,12,3,18.5
Charlton Heston Academy,Saint Helen,MI,48656,Roscommon County,False,Alternative,PK,12,n/a,Unknown
Meridian Early College High School,Sanford,MI,48657,Midland County,False,High,9,12,3,16.7
StandishSterling Central Elementary School,Standish,MI,48658,Arenac County,False,Elementary,PK,6,3,19.6
Sterling Elementary School,Sterling,MI,48659,Arenac County,False,Elementary,PK,5,n/a,14.7
Alternative Educational Academy of Ogemaw County,West Branch,MI,48661,Ogemaw County,False,High,6,12,n/a,27.4
AkronFairgrove Elementary School,Akron,MI,48701,Tuscola County,False,Elementary,PK,5,3,14.2
Au GresSims Elementary School,Au Gres,MI,48703,Arenac County,False,Elementary,PK,5,3,14.7
Bangor Central School,Bay City,MI,48706,Bay County,False,Elementary,PK,5,2,21.3
All Saints Central Middle & High School,Bay City,MI,48708,Bay County,True,Private,6,12,n/a,7.5
Great Lakes Bay Early College,Saginaw,MI,48710,Bay County,False,High,10,12,5,6.5
Bridgeport High School,Bridgeport,MI,48722,Saginaw County,False,High,9,12,0,19.1
Caro Alternative High School,Caro,MI,48723,Tuscola County,False,High,7,12,n/a,42.0
Caseville School K12,Caseville,MI,48725,Huron County,False,Alternative,PK,12,n/a,12.3
Cass City Elementary,Cass City,MI,48726,Tuscola County,False,Elementary,PK,6,4,17.1
Holy Family School,East Tawas,MI,48730,Iosco County,True,Private,PK,6,n/a,13.2
BayArenac Community High School,Essexville,MI,48732,Bay County,False,High,9,12,n/a,17.2
AkronFairgrove JrSr High School,Fairgrove,MI,48733,Tuscola County,False,High,6,12,3,17.5
EF Rittmueller Middle School,Frankenmuth,MI,48734,Saginaw County,False,Middle,5,8,4,25.0
Hale Area School,Hale,MI,48739,Iosco County,False,Alternative,K,12,n/a,15.0
Alcona Community High School,Harrisville,MI,48740,Alcona County,False,High,6,12,1,7.1
Kingston Elementary School,Kingston,MI,48741,Tuscola County,False,Elementary,PK,6,3,18.9
Mayville Elementary School,Mayville,MI,48744,Tuscola County,False,Elementary,K,5,2,17.3
ESCE Program,Millington,MI,48746,Tuscola County,False,Elementary,PK,PK,n/a,0.0
Oscoda Area High School,Oscoda,MI,48750,Iosco County,False,High,7,12,2,19.0
OwendaleGagetown Elementary School,Owendale,MI,48754,Huron County,False,Elementary,PK,5,n/a,11.5
Cross Lutheran School,Pigeon,MI,48755,Huron County,True,Private,K,8,n/a,13.5
Reese Elementary School,Reese,MI,48757,Tuscola County,False,Elementary,PK,5,3,17.2
St Michaels School,Richville,MI,48758,Tuscola County,True,Private,PK,8,n/a,10.2
Christ The King Lutheran School,Sebewaing,MI,48759,Huron County,True,Private,PK,8,n/a,15.1
Alternative Educational Academy of Iosco County,Tawas City,MI,48763,Iosco County,False,High,6,12,2,33.9
Christ The King Lutheran School,Unionville,MI,48767,Tuscola County,True,Private,PK,8,n/a,13.3
Central School,Vassar,MI,48768,Tuscola County,False,Elementary,K,5,2,14.4
WhittemorePrescott Area Elementary,Whittemore,MI,48770,Iosco County,False,Elementary,K,6,1,17.1
Alma Senior High School,Alma,MI,48801,Gratiot County,False,High,9,12,2,14.9
Ashley Elementary School,Ashley,MI,48806,Gratiot County,False,Elementary,PK,4,1,11.5
Bath Elementary School,Bath,MI,48808,Clinton County,False,Elementary,PK,5,3,12.8
Belding High School,Belding,MI,48809,Ionia County,False,High,9,12,1,19.3
Carson City Correctional Facility,Carson City,MI,48811,Montcalm County,False,High,9,12,n/a,Unknown
Cedar Lake Elementary School,Cedar Lake,MI,48812,Montcalm County,True,Private,K,8,n/a,11.1
Charlotte Adventist Christian School,Charlotte,MI,48813,Eaton County,True,Private,K,8,n/a,8.0
Corunna High School,Corunna,MI,48817,Shiawassee County,False,High,8,12,2,20.9
Dansville Elementary School,Dansville,MI,48819,Ingham County,False,Elementary,PK,5,2,14.5
David Scott Elementary School,Dewitt,MI,48820,Clinton County,False,Elementary,2,4,n/a,18.6
Dimondale Elementary School,Dimondale,MI,48821,Eaton County,False,Elementary,K,4,2,13.0
Wacousta Elementary School,Eagle,MI,48822,Clinton County,False,Elementary,K,4,2,16.1
Cole Academy East,East Lansing,MI,48823,Clinton County,False,Elementary,K,5,2,14.8
Project SEARCH,East Lansing,MI,48825,Ingham County,False,High,9,12,n/a,3.0
Christian Fellowship Academy,Eaton Rapids,MI,48827,Eaton County,True,Private,,,n/a,n/a
EE Knight Elementary School,Elsie,MI,48831,Clinton County,False,Elementary,3,5,3,16.0
Fowler High School,Fowler,MI,48835,Clinton County,False,High,9,12,4,19.0
Fowlerville High School,Fowlerville,MI,48836,Livingston County,False,High,9,12,3,19.9
Grand Ledge High School,Grand Ledge,MI,48837,Eaton County,False,High,9,12,4,19.9
Baldwin Heights School,Greenville,MI,48838,Montcalm County,False,Elementary,PK,5,4,17.9
Haslett High School,Haslett,MI,48840,Ingham County,False,High,9,12,4,19.4
Capitol City Baptist School,Holt,MI,48842,Ingham County,True,Private,K,11,n/a,9.5
Adult Transition Services,Howell,MI,48843,Livingston County,False,,,,n/a,Unknown
AA Rather School,Ionia,MI,48846,Ionia County,False,Elementary,PK,5,2,17.8
Countryside Christian School,Ithaca,MI,48847,Gratiot County,True,Private,K,8,n/a,9.7
Laingsburg Christian School,Laingsburg,MI,48848,Shiawassee County,True,Private,PK,11,n/a,3.8
Faith Christian School,Lake Odessa,MI,48849,Barry County,True,Private,PK,12,n/a,11.0
Lakeview Elementary School,Lakeview,MI,48850,Montcalm County,False,Elementary,PK,3,n/a,13.9
Alaiedon Elementary School,Mason,MI,48854,Ingham County,False,Elementary,PK,5,4,16.9
Ruahmah J Hutchings Elementary,Howell,MI,48855,Livingston County,False,Elementary,PK,5,3,16.4
Fulton Elementary School,Middleton,MI,48856,Gratiot County,False,Elementary,PK,5,2,17.6
Morrice Area Elementary School,Morrice,MI,48857,Shiawassee County,False,Elementary,PK,5,2,12.3
Beal City Elementary School,Mount Pleasant,MI,48858,Isabella County,False,Elementary,K,5,3,14.3
Twin Rivers Elementary School,Muir,MI,48860,Ionia County,False,Elementary,PK,5,1,16.9
Bennett Woods Elementary School,Okemos,MI,48864,Ingham County,False,Elementary,PK,4,4,16.2
